Validator,PT_VERSION,2.4.0
Validator,ROCM_VERSION,6.1.0.0-82-5fabb4c
Validator,HIPBLASLT_VERSION,0.7.0-1549b021
Validator,GCN_ARCH_NAME,gfx942:sramecc+:xnack-
Validator,ROCBLAS_VERSION,4.1.0-cefa4a9b-dirty
GemmTunableOp_Half_TN,tn_14336_1600_4096,Gemm_Rocblas_621294426,0.319751
GemmTunableOp_Half_TN,tn_4096_1717_7168,Gemm_Hipblaslt_TN_9265,0.184618
GemmTunableOp_Half_TN,tn_3072_1789_4096,Gemm_Rocblas_621286778,0.0906555
GemmTunableOp_Half_TN,tn_4096_1916_7168,Gemm_Hipblaslt_TN_9645,0.208419
GemmTunableOp_Half_TN,tn_4096_3688_2048,Gemm_Rocblas_621286281,0.111001
GemmTunableOp_Half_TN,tn_4096_6761_2048,Gemm_Hipblaslt_TN_9743,0.200224
GemmTunableOp_Half_TN,tn_3072_1794_4096,Gemm_Rocblas_621294520,0.0908009
GemmTunableOp_Half_TN,tn_14336_3920_4096,Gemm_Hipblaslt_TN_9192,0.753054
GemmTunableOp_Half_TN,tn_4096_1731_7168,Gemm_Hipblaslt_TN_9673,0.195857
GemmTunableOp_Half_TN,tn_4096_3710_7168,Gemm_Hipblaslt_TN_9217,0.35933
GemmTunableOp_Half_TN,tn_4096_3214_2048,Gemm_Hipblaslt_TN_9139,0.0990112
GemmTunableOp_Half_TN,tn_4096_3588_2048,Gemm_Hipblaslt_TN_9896,0.10306
GemmTunableOp_Half_TN,tn_4096_5052_2048,Gemm_Hipblaslt_TN_9690,0.163922
GemmTunableOp_Half_TN,tn_3072_1608_4096,Gemm_Rocblas_621286778,0.0865475
GemmTunableOp_Half_TN,tn_3072_1946_4096,Gemm_Hipblaslt_TN_9633,0.0976436
GemmTunableOp_Half_TN,tn_4096_1691_7168,Gemm_Hipblaslt_TN_9265,0.183889
GemmTunableOp_Half_TN,tn_4096_160_7168,Gemm_Rocblas_621294230,0.0371704
GemmTunableOp_Half_TN,tn_4096_3651_7168,Gemm_Hipblaslt_TN_9223,0.355298
GemmTunableOp_Half_TN,tn_14336_3300_4096,Gemm_Rocblas_621294484,0.627752
GemmTunableOp_Half_TN,tn_3072_1813_4096,Gemm_Rocblas_621286778,0.0913717
GemmTunableOp_Half_TN,tn_4096_1603_7168,Gemm_Hipblaslt_TN_9359,0.181274
GemmTunableOp_Half_TN,tn_14336_3592_4096,Gemm_Hipblaslt_TN_9697,0.72392
GemmTunableOp_Half_TN,tn_3072_3369_4096,Gemm_Rocblas_621294495,0.151121
GemmTunableOp_Half_TN,tn_3072_3511_4096,Gemm_Rocblas_621286753,0.155277
GemmTunableOp_Half_TN,tn_4096_1815_7168,Gemm_Hipblaslt_TN_9137,0.202053
GemmTunableOp_Half_TN,tn_3072_1977_4096,Gemm_Hipblaslt_TN_9587,0.100805
GemmTunableOp_Half_TN,tn_4096_1774_2048,Gemm_Hipblaslt_TN_9329,0.0618364
GemmTunableOp_Half_TN,tn_3072_1609_4096,Gemm_Rocblas_621294520,0.0859581
GemmTunableOp_Half_TN,tn_4096_1652_7168,Gemm_Hipblaslt_TN_9587,0.181677
GemmTunableOp_Half_TN,tn_3072_1652_4096,Gemm_Hipblaslt_TN_9561,0.0863447
GemmTunableOp_Half_TN,tn_14336_1622_4096,Gemm_Hipblaslt_TN_9139,0.352826
GemmTunableOp_Half_TN,tn_4096_7579_7168,Gemm_Hipblaslt_TN_9904,0.717813
GemmTunableOp_Half_TN,tn_4096_1928_2048,Gemm_Hipblaslt_TN_9590,0.0644411
GemmTunableOp_Half_TN,tn_14336_1815_4096,Gemm_Hipblaslt_TN_9697,0.367791
GemmTunableOp_Half_TN,tn_14336_7138_4096,Gemm_Hipblaslt_TN_9890,1.3164
GemmTunableOp_Half_TN,tn_4096_6841_7168,Gemm_Hipblaslt_TN_9694,0.65836
GemmTunableOp_Half_TN,tn_4096_1860_7168,Gemm_Hipblaslt_TN_9645,0.205401
GemmTunableOp_Half_TN,tn_14336_1652_4096,Gemm_Hipblaslt_TN_9697,0.350709
GemmTunableOp_Half_TN,tn_4096_3645_7168,Gemm_Hipblaslt_TN_9695,0.342909
GemmTunableOp_Half_TN,tn_4096_1887_2048,Gemm_Hipblaslt_TN_9590,0.063706
GemmTunableOp_Half_TN,tn_14336_7240_4096,Gemm_Hipblaslt_TN_9189,1.37912
GemmTunableOp_Half_TN,tn_14336_1601_4096,Gemm_Hipblaslt_TN_9697,0.347964
GemmTunableOp_Half_TN,tn_3072_3450_4096,Gemm_Hipblaslt_TN_9629,0.152973
GemmTunableOp_Half_TN,tn_14336_1586_4096,Gemm_Rocblas_621286684,0.324439
GemmTunableOp_Half_TN,tn_4096_3597_2048,Gemm_Hipblaslt_TN_9683,0.103294
GemmTunableOp_Half_TN,tn_14336_5357_4096,Gemm_Hipblaslt_TN_9220,1.02868
GemmTunableOp_Half_TN,tn_4096_6979_2048,Gemm_Hipblaslt_TN_9696,0.204712
GemmTunableOp_Half_TN,tn_4096_1647_2048,Gemm_Hipblaslt_TN_9164,0.0566714
GemmTunableOp_Half_TN,tn_14336_1710_4096,Gemm_Hipblaslt_TN_9697,0.354643
GemmTunableOp_Half_TN,tn_4096_1931_2048,Gemm_Hipblaslt_TN_9620,0.0654426
GemmTunableOp_Half_TN,tn_4096_3300_7168,Gemm_Hipblaslt_TN_9187,0.326489
GemmTunableOp_Half_TN,tn_4096_3722_2048,Gemm_Hipblaslt_TN_9827,0.111117
GemmTunableOp_Half_TN,tn_14336_7104_4096,Gemm_Hipblaslt_TN_159,1.30849
GemmTunableOp_Half_TN,tn_4096_1710_2048,Gemm_Hipblaslt_TN_9616,0.0586272
GemmTunableOp_Half_TN,tn_4096_1784_2048,Gemm_Hipblaslt_TN_9329,0.0619717
GemmTunableOp_Half_TN,tn_4096_7171_2048,Gemm_Hipblaslt_TN_9814,0.207418
GemmTunableOp_Half_TN,tn_4096_1866_2048,Gemm_Hipblaslt_TN_9590,0.0640457
GemmTunableOp_Half_TN,tn_4096_3592_7168,Gemm_Hipblaslt_TN_9743,0.342726
GemmTunableOp_Half_TN,tn_4096_6997_2048,Gemm_Hipblaslt_TN_9221,0.204947
GemmTunableOp_Half_TN,tn_4096_3574_2048,Gemm_Hipblaslt_TN_9896,0.10452
GemmTunableOp_Half_TN,tn_3072_1651_4096,Gemm_Hipblaslt_TN_9561,0.0884213
GemmTunableOp_Half_TN,tn_14336_5125_4096,Gemm_Hipblaslt_TN_9192,0.969834
GemmTunableOp_Half_TN,tn_4096_1798_7168,Gemm_Hipblaslt_TN_9680,0.202029
GemmTunableOp_Half_TN,tn_4096_1607_2048,Gemm_Hipblaslt_TN_9607,0.0557794
GemmTunableOp_Half_TN,tn_14336_5570_4096,Gemm_Hipblaslt_TN_9223,1.0587
GemmTunableOp_Half_TN,tn_4096_1633_2048,Gemm_Hipblaslt_TN_9607,0.0561432
GemmTunableOp_Half_TN,tn_4096_5495_7168,Gemm_Hipblaslt_TN_9672,0.555906
GemmTunableOp_Half_TN,tn_4096_1739_7168,Gemm_Hipblaslt_TN_9673,0.193757
GemmTunableOp_Half_TN,tn_4096_1660_7168,Gemm_Hipblaslt_TN_9265,0.183663
GemmTunableOp_Half_TN,tn_14336_1928_4096,Gemm_Hipblaslt_TN_9217,0.393573
GemmTunableOp_Half_TN,tn_4096_1888_7168,Gemm_Hipblaslt_TN_9645,0.206231
